,code_pref,code_MIC,type,prefecture_j,prefecture_s,prefecture_en,prefecture_kana,cities,cities_kana,vaccine_pop,政令指定都市
561,,112020.0,市区町村,埼玉県,,,サイタマケン,熊谷市,クマガヤシ,True,False
562,,112038.0,市区町村,埼玉県,,,サイタマケン,川口市,カワグチシ,True,False
563,,112062.0,市区町村,埼玉県,,,サイタマケン,行田市,ギヨウダシ,True,False
564,,112071.0,市区町村,埼玉県,,,サイタマケン,秩父市,チチブシ,True,False
565,,112089.0,市区町村,埼玉県,,,サイタマケン,所沢市,トコロザワシ,True,False
566,,112097.0,市区町村,埼玉県,,,サイタマケン,飯能市,ハンノウシ,True,False
567,,112101.0,市区町村,埼玉県,,,サイタマケン,加須市,カゾシ,True,False
568,,112119.0,市区町村,埼玉県,,,サイタマケン,本庄市,ホンジヨウシ,True,False
569,,112127.0,市区町村,埼玉県,,,サイタマケン,東松山市,ヒガシマツヤマシ,True,False
570,,112143.0,市区町村,埼玉県,,,サイタマケン,春日部市,カスカベシ,True,False
571,,112151.0,市区町村,埼玉県,,,サイタマケン,狭山市,サヤマシ,True,False
572,,112160.0,市区町村,埼玉県,,,サイタマケン,羽生市,ハニユウシ,True,False
573,,112178.0,市区町村,埼玉県,,,サイタマケン,鴻巣市,コウノスシ,True,False
574,,112186.0,市区町村,埼玉県,,,サイタマケン,深谷市,フカヤシ,True,False
575,,112194.0,市区町村,埼玉県,,,サイタマケン,上尾市,アゲオシ,True,False
576,,112216.0,市区町村,埼玉県,,,サイタマケン,草加市,ソウカシ,True,False
577,,112224.0,市区町村,埼玉県,,,サイタマケン,越谷市,コシガヤシ,True,False
578,,112232.0,市区町村,埼玉県,,,サイタマケン,蕨市,ワラビシ,True,False
579,,112241.0,市区町村,埼玉県,,,サイタマケン,戸田市,トダシ,True,False
580,,112259.0,市区町村,埼玉県,,,サイタマケン,入間市,イルマシ,True,False
581,,112275.0,市区町村,埼玉県,,,サイタマケン,朝霞市,アサカシ,True,False
582,,112283.0,市区町村,埼玉県,,,サイタマケン,志木市,シキシ,True,False
583,,112291.0,市区町村,埼玉県,,,サイタマケン,和光市,ワコウシ,True,False
584,,112305.0,市区町村,埼玉県,,,サイタマケン,新座市,ニイザシ,True,False
585,,112313.0,市区町村,埼玉県,,,サイタマケン,桶川市,オケガワシ,True,False
586,,112321.0,市区町村,埼玉県,,,サイタマケン,久喜市,クキシ,True,False
587,,112330.0,市区町村,埼玉県,,,サイタマケン,北本市,キタモトシ,True,False
588,,112348.0,市区町村,埼玉県,,,サイタマケン,八潮市,ヤシオシ,True,False
589,,112356.0,市区町村,埼玉県,,,サイタマケン,富士見市,フジミシ,True,False
590,,112372.0,市区町村,埼玉県,,,サイタマケン,三郷市,ミサトシ,True,False
591,,112381.0,市区町村,埼玉県,,,サイタマケン,蓮田市,ハスダシ,True,False
592,,112399.0,市区町村,埼玉県,,,サイタマケン,坂戸市,サカドシ,True,False
593,,112402.0,市区町村,埼玉県,,,サイタマケン,幸手市,サッテシ,True,False
594,,112411.0,市区町村,埼玉県,,,サイタマケン,鶴ヶ島市,ツルガシマシ,True,False
595,,112429.0,市区町村,埼玉県,,,サイタマケン,日高市,ヒダカシ,True,False
596,,112437.0,市区町村,埼玉県,,,サイタマケン,吉川市,ヨシカワシ,True,False
597,,112453.0,市区町村,埼玉県,,,サイタマケン,ふじみ野市,フジミノシ,True,False
598,,112461.0,市区町村,埼玉県,,,サイタマケン,白岡市,シラオカシ,True,False
599,,113018.0,市区町村,埼玉県,,,サイタマケン,伊奈町,イナマチ,True,False
600,,113247.0,市区町村,埼玉県,,,サイタマケン,三芳町,ミヨシマチ,True,False
601,,113263.0,市区町村,埼玉県,,,サイタマケン,毛呂山町,モロヤママチ,True,False
602,,113271.0,市区町村,埼玉県,,,サイタマケン,越生町,オゴセマチ,True,False
603,,113417.0,市区町村,埼玉県,,,サイタマケン,滑川町,ナメガワマチ,True,False
604,,113425.0,市区町村,埼玉県,,,サイタマケン,嵐山町,ランザンマチ,True,False
605,,113433.0,市区町村,埼玉県,,,サイタマケン,小川町,オガワマチ,True,False
606,,113468.0,市区町村,埼玉県,,,サイタマケン,川島町,カワジママチ,True,False
607,,113476.0,市区町村,埼玉県,,,サイタマケン,吉見町,ヨシミマチ,True,False
608,,113484.0,市区町村,埼玉県,,,サイタマケン,鳩山町,ハトヤママチ,True,False
609,,113492.0,市区町村,埼玉県,,,サイタマケン,ときがわ町,トキガワマチ,True,False
610,,113611.0,市区町村,埼玉県,,,サイタマケン,横瀬町,ヨコゼマチ,True,False
611,,113620.0,市区町村,埼玉県,,,サイタマケン,皆野町,ミナノマチ,True,False
612,,113638.0,市区町村,埼玉県,,,サイタマケン,長瀞町,ナガトロマチ,True,False
613,,113654.0,市区町村,埼玉県,,,サイタマケン,小鹿野町,オガノマチ,True,False
614,,113697.0,市区町村,埼玉県,,,サイタマケン,東秩父村,ヒガシチチブムラ,True,False
615,,113816.0,市区町村,埼玉県,,,サイタマケン,美里町,ミサトマチ,True,False
616,,113832.0,市区町村,埼玉県,,,サイタマケン,神川町,カミカワマチ,True,False
617,,113859.0,市区町村,埼玉県,,,サイタマケン,上里町,カミサトマチ,True,False
618,,114081.0,市区町村,埼玉県,,,サイタマケン,寄居町,ヨリイマチ,True,False
619,,114421.0,市区町村,埼玉県,,,サイタマケン,宮代町,ミヤシロマチ,True,False
620,,114642.0,市区町村,埼玉県,,,サイタマケン,杉戸町,スギトマチ,True,False
621,,114651.0,市区町村,埼玉県,,,サイタマケン,松伏町,マツブシマチ,True,False
622,,121002.0,市区町村,千葉県,,,チバケン,千葉市,チバシ,True,True
623,,122025.0,市区町村,千葉県,,,チバケン,銚子市,チョウシシ,True,False
624,,122033.0,市区町村,千葉県,,,チバケン,市川市,イチカワシ,True,False
625,,122041.0,市区町村,千葉県,,,チバケン,船橋市,フナバシシ,True,False
626,,122050.0,市区町村,千葉県,,,チバケン,館山市,タテヤマシ,True,False
627,,122068.0,市区町村,千葉県,,,チバケン,木更津市,キサラヅシ,True,False
628,,122076.0,市区町村,千葉県,,,チバケン,松戸市,マツドシ,True,False
629,,122084.0,市区町村,千葉県,,,チバケン,野田市,ノダシ,True,False
630,,122106.0,市区町村,千葉県,,,チバケン,茂原市,モバラシ,True,False
631,,122114.0,市区町村,千葉県,,,チバケン,成田市,ナリタシ,True,False
632,,122122.0,市区町村,千葉県,,,チバケン,佐倉市,サクラシ,True,False
633,,122131.0,市区町村,千葉県,,,チバケン,東金市,トウガネシ,True,False
634,,122157.0,市区町村,千葉県,,,チバケン,旭市,アサヒシ,True,False
635,,122165.0,市区町村,千葉県,,,チバケン,習志野市,ナラシノシ,True,False
636,,122173.0,市区町村,千葉県,,,チバケン,柏市,カシワシ,True,False
637,,122181.0,市区町村,千葉県,,,チバケン,勝浦市,カツウラシ,True,False
638,,122190.0,市区町村,千葉県,,,チバケン,市原市,イチハラシ,True,False
639,,122203.0,市区町村,千葉県,,,チバケン,流山市,ナガレヤマシ,True,False
640,,122211.0,市区町村,千葉県,,,チバケン,八千代市,ヤチヨシ,True,False
641,,122220.0,市区町村,千葉県,,,チバケン,我孫子市,アビコシ,True,False
642,,122238.0,市区町村,千葉県,,,チバケン,鴨川市,カモガワシ,True,False
643,,122246.0,市区町村,千葉県,,,チバケン,鎌ケ谷市,カマガヤシ,True,False
644,,122254.0,市区町村,千葉県,,,チバケン,君津市,キミツシ,True,False
645,,122262.0,市区町村,千葉県,,,チバケン,富津市,フッツシ,True,False
646,,122271.0,市区町村,千葉県,,,チバケン,浦安市,ウラヤスシ,True,False
647,,122289.0,市区町村,千葉県,,,チバケン,四街道市,ヨツカイドウシ,True,False
648,,122297.0,市区町村,千葉県,,,チバケン,袖ケ浦市,ソデガウラシ,True,False
649,,122301.0,市区町村,千葉県,,,チバケン,八街市,ヤチマタシ,True,False
650,,122319.0,市区町村,千葉県,,,チバケン,印西市,インザイシ,True,False
651,,122327.0,市区町村,千葉県,,,チバケン,白井市,シロイシ,True,False
652,,122335.0,市区町村,千葉県,,,チバケン,富里市,トミサトシ,True,False
653,,122343.0,市区町村,千葉県,,,チバケン,南房総市,ミナミボウソウシ,True,False
654,,122351.0,市区町村,千葉県,,,チバケン,匝瑳市,ソウサシ,True,False
655,,122360.0,市区町村,千葉県,,,チバケン,香取市,カトリシ,True,False
656,,122378.0,市区町村,千葉県,,,チバケン,山武市,サンムシ,True,False
657,,122386.0,市区町村,千葉県,,,チバケン,いすみ市,イスミシ,True,False
658,,122394.0,市区町村,千葉県,,,チバケン,大網白里市,オオアミシラサトシ,True,False
659,,123226.0,市区町村,千葉県,,,チバケン,酒々井町,シスイマチ,True,False
660,,123293.0,市区町村,千葉県,,,チバケン,栄町,サカエマチ,True,False
661,,123421.0,市区町村,千葉県,,,チバケン,神崎町,コウザキマチ,True,False
662,,123471.0,市区町村,千葉県,,,チバケン,多古町,タコマチ,True,False
663,,123498.0,市区町村,千葉県,,,チバケン,東庄町,トウノショウマチ,True,False
664,,124036.0,市区町村,千葉県,,,チバケン,九十九里町,クジユウクリマチ,True,False
665,,124095.0,市区町村,千葉県,,,チバケン,芝山町,シバヤママチ,True,False
666,,124109.0,市区町村,千葉県,,,チバケン,横芝光町,ヨコシバヒカリマチ,True,False
667,,124214.0,市区町村,千葉県,,,チバケン,一宮町,イチノミヤマチ,True,False
668,,124222.0,市区町村,千葉県,,,チバケン,睦沢町,ムツザワマチ,True,False
669,,124231.0,市区町村,千葉県,,,チバケン,長生村,チョウセイムラ,True,False
670,,124249.0,市区町村,千葉県,,,チバケン,白子町,シラコマチ,True,False
671,,124265.0,市区町村,千葉県,,,チバケン,長柄町,ナガラマチ,True,False
672,,124273.0,市区町村,千葉県,,,チバケン,長南町,チョウナンマチ,True,False
673,,124419.0,市区町村,千葉県,,,チバケン,大多喜町,オオタキマチ,True,False
674,,124435.0,市区町村,千葉県,,,チバケン,御宿町,オンジユクマチ,True,False
675,,124630.0,市区町村,千葉県,,,チバケン,鋸南町,キヨナンマチ,True,False
676,,131016.0,市区町村,東京都,,,トウキョウト,千代田区,チヨダク,True,False
677,,131024.0,市区町村,東京都,,,トウキョウト,中央区,チュウオウク,True,False
678,,131032.0,市区町村,東京都,,,トウキョウト,港区,ミナトク,True,False
679,,131041.0,市区町村,東京都,,,トウキョウト,新宿区,シンジュクク,True,False
680,,131059.0,市区町村,東京都,,,トウキョウト,文京区,ブンキョウク,True,False
681,,131067.0,市区町村,東京都,,,トウキョウト,台東区,タイトウク,True,False
682,,131075.0,市区町村,東京都,,,トウキョウト,墨田区,スミダク,True,False
683,,131083.0,市区町村,東京都,,,トウキョウト,江東区,コウトウク,True,False
684,,131091.0,市区町村,東京都,,,トウキョウト,品川区,シナガワク,True,False
685,,131105.0,市区町村,東京都,,,トウキョウト,目黒区,メグロク,True,False
686,,131113.0,市区町村,東京都,,,トウキョウト,大田区,オオタク,True,False
687,,131121.0,市区町村,東京都,,,トウキョウト,世田谷区,セタガヤク,True,False
688,,131130.0,市区町村,東京都,,,トウキョウト,渋谷区,シブヤク,True,False
689,,131148.0,市区町村,東京都,,,トウキョウト,中野区,ナカノク,True,False
690,,131156.0,市区町村,東京都,,,トウキョウト,杉並区,スギナミク,True,False
691,,131164.0,市区町村,東京都,,,トウキョウト,豊島区,トシマク,True,False
692,,131172.0,市区町村,東京都,,,トウキョウト,北区,キタク,True,False
693,,131181.0,市区町村,東京都,,,トウキョウト,荒川区,アラカワク,True,False
694,,131199.0,市区町村,東京都,,,トウキョウト,板橋区,イタバシク,True,False
695,,131202.0,市区町村,東京都,,,トウキョウト,練馬区,ネリマク,True,False
696,,131211.0,市区町村,東京都,,,トウキョウト,足立区,アダチク,True,False
697,,131229.0,市区町村,東京都,,,トウキョウト,葛飾区,カツシカク,True,False
698,,131237.0,市区町村,東京都,,,トウキョウト,江戸川区,エドガワク,True,False
699,,132012.0,市区町村,東京都,,,トウキョウト,八王子市,ハチオウジシ,True,False
700,,132021.0,市区町村,東京都,,,トウキョウト,立川市,タチカワシ,True,False
701,,132039.0,市区町村,東京都,,,トウキョウト,武蔵野市,ムサシノシ,True,False
702,,132047.0,市区町村,東京都,,,トウキョウト,三鷹市,ミタカシ,True,False
703,,132055.0,市区町村,東京都,,,トウキョウト,青梅市,オウメシ,True,False
704,,132063.0,市区町村,東京都,,,トウキョウト,府中市,フチュウシ,True,False
705,,132071.0,市区町村,東京都,,,トウキョウト,昭島市,アキシマシ,True,False
706,,132080.0,市区町村,東京都,,,トウキョウト,調布市,チョウフシ,True,False
707,,132098.0,市区町村,東京都,,,トウキョウト,町田市,マチダシ,True,False
708,,132101.0,市区町村,東京都,,,トウキョウト,小金井市,コガネイシ,True,False
709,,132110.0,市区町村,東京都,,,トウキョウト,小平市,コダイラシ,True,False
710,,132128.0,市区町村,東京都,,,トウキョウト,日野市,ヒノシ,True,False
711,,132136.0,市区町村,東京都,,,トウキョウト,東村山市,ヒガシムラヤマシ,True,False
712,,132144.0,市区町村,東京都,,,トウキョウト,国分寺市,コクブンジシ,True,False
713,,132152.0,市区町村,東京都,,,トウキョウト,国立市,クニタチシ,True,False
714,,132187.0,市区町村,東京都,,,トウキョウト,福生市,フッサシ,True,False
715,,132195.0,市区町村,東京都,,,トウキョウト,狛江市,コマエシ,True,False
716,,132209.0,市区町村,東京都,,,トウキョウト,東大和市,ヒガシヤマトシ,True,False
717,,132217.0,市区町村,東京都,,,トウキョウト,清瀬市,キヨセシ,True,False
718,,132225.0,市区町村,東京都,,,トウキョウト,東久留米市,ヒガシクルメシ,True,False
719,,132233.0,市区町村,東京都,,,トウキョウト,武蔵村山市,ムサシムラヤマシ,True,False
720,,132241.0,市区町村,東京都,,,トウキョウト,多摩市,タマシ,True,False
721,,132250.0,市区町村,東京都,,,トウキョウト,稲城市,イナギシ,True,False
722,,132276.0,市区町村,東京都,,,トウキョウト,羽村市,ハムラシ,True,False
723,,132284.0,市区町村,東京都,,,トウキョウト,あきる野市,アキルノシ,True,False
724,,132292.0,市区町村,東京都,,,トウキョウト,西東京市,ニシトウキョウシ,True,False
725,,133035.0,市区町村,東京都,,,トウキョウト,瑞穂町,ミズホマチ,True,False
726,,133051.0,市区町村,東京都,,,トウキョウト,日の出町,ヒノデマチ,True,False
727,,133078.0,市区町村,東京都,,,トウキョウト,檜原村,ヒノハラムラ,True,False
728,,133086.0,市区町村,東京都,,,トウキョウト,奥多摩町,オクタママチ,True,False
729,,133612.0,市区町村,東京都,,,トウキョウト,大島町,オオシママチ,True,False
730,,133621.0,市区町村,東京都,,,トウキョウト,利島村,トシマムラ,True,False
731,,133639.0,市区町村,東京都,,,トウキョウト,新島村,ニイジマムラ,True,False
732,,133647.0,市区町村,東京都,,,トウキョウト,神津島村,コウヅシマムラ,True,False
733,,133817.0,市区町村,東京都,,,トウキョウト,三宅村,ミヤケムラ,True,False
734,,133825.0,市区町村,東京都,,,トウキョウト,御蔵島村,ミクラジマムラ,True,False
735,,134015.0,市区町村,東京都,,,トウキョウト,八丈町,ハチジョウマチ,True,False
736,,134023.0,市区町村,東京都,,,トウキョウト,青ヶ島村,アオガシマムラ,True,False
737,,134210.0,市区町村,東京都,,,トウキョウト,小笠原村,オガサワラムラ,True,False
738,,141003.0,市区町村,神奈川県,,,カナガワケン,横浜市,ヨコハマシ,True,True
739,,141305.0,市区町村,神奈川県,,,カナガワケン,川崎市,カワサキシ,True,True
740,,141500.0,市区町村,神奈川県,,,カナガワケン,相模原市,サガミハラシ,True,True
741,,142018.0,市区町村,神奈川県,,,カナガワケン,横須賀市,ヨコスカシ,True,False
742,,142034.0,市区町村,神奈川県,,,カナガワケン,平塚市,ヒラツカシ,True,False
743,,142042.0,市区町村,神奈川県,,,カナガワケン,鎌倉市,カマクラシ,True,False
744,,142051.0,市区町村,神奈川県,,,カナガワケン,藤沢市,フジサワシ,True,False
745,,142069.0,市区町村,神奈川県,,,カナガワケン,小田原市,オダワラシ,True,False
746,,142077.0,市区町村,神奈川県,,,カナガワケン,茅ヶ崎市,チガサキシ,True,False
747,,142085.0,市区町村,神奈川県,,,カナガワケン,逗子市,ズシシ,True,False
748,,142107.0,市区町村,神奈川県,,,カナガワケン,三浦市,ミウラシ,True,False
749,,142115.0,市区町村,神奈川県,,,カナガワケン,秦野市,ハダノシ,True,False
750,,142123.0,市区町村,神奈川県,,,カナガワケン,厚木市,アツギシ,True,False
751,,142131.0,市区町村,神奈川県,,,カナガワケン,大和市,ヤマトシ,True,False
752,,142140.0,市区町村,神奈川県,,,カナガワケン,伊勢原市,イセハラシ,True,False
753,,142158.0,市区町村,神奈川県,,,カナガワケン,海老名市,エビナシ,True,False
754,,142166.0,市区町村,神奈川県,,,カナガワケン,座間市,ザマシ,True,False
755,,142174.0,市区町村,神奈川県,,,カナガワケン,南足柄市,ミナミアシガラシ,True,False
756,,142182.0,市区町村,神奈川県,,,カナガワケン,綾瀬市,アヤセシ,True,False
757,,143014.0,市区町村,神奈川県,,,カナガワケン,葉山町,ハヤママチ,True,False
758,,143219.0,市区町村,神奈川県,,,カナガワケン,寒川町,サムカワマチ,True,False
759,,143413.0,市区町村,神奈川県,,,カナガワケン,大磯町,オオイソマチ,True,False
760,,143421.0,市区町村,神奈川県,,,カナガワケン,二宮町,ニノミヤマチ,True,False
761,,143618.0,市区町村,神奈川県,,,カナガワケン,中井町,ナカイマチ,True,False
762,,143626.0,市区町村,神奈川県,,,カナガワケン,大井町,オオイマチ,True,False
763,,143634.0,市区町村,神奈川県,,,カナガワケン,松田町,マツダマチ,True,False
764,,143642.0,市区町村,神奈川県,,,カナガワケン,山北町,ヤマキタマチ,True,False
765,,143669.0,市区町村,神奈川県,,,カナガワケン,開成町,カイセイマチ,True,False
766,,143821.0,市区町村,神奈川県,,,カナガワケン,箱根町,ハコネマチ,True,False
767,,143839.0,市区町村,神奈川県,,,カナガワケン,真鶴町,マナツルマチ,True,False
768,,143847.0,市区町村,神奈川県,,,カナガワケン,湯河原町,ユガワラマチ,True,False
769,,144011.0,市区町村,神奈川県,,,カナガワケン,愛川町,アイカワマチ,True,False
770,,144029.0,市区町村,神奈川県,,,カナガワケン,清川村,キヨカワムラ,True,False
771,,151009.0,市区町村,新潟県,,,ニイガタケン,新潟市,ニイガタシ,True,True
772,,152021.0,市区町村,新潟県,,,ニイガタケン,長岡市,ナガオカシ,True,False
773,,152048.0,市区町村,新潟県,,,ニイガタケン,三条市,サンジョウシ,True,False
774,,152056.0,市区町村,新潟県,,,ニイガタケン,柏崎市,カシワザキシ,True,False
775,,152064.0,市区町村,新潟県,,,ニイガタケン,新発田市,シバタシ,True,False
776,,152081.0,市区町村,新潟県,,,ニイガタケン,小千谷市,オヂヤシ,True,False
777,,152099.0,市区町村,新潟県,,,ニイガタケン,加茂市,カモシ,True,False
778,,152102.0,市区町村,新潟県,,,ニイガタケン,十日町市,トオカマチシ,True,False
779,,152111.0,市区町村,新潟県,,,ニイガタケン,見附市,ミツケシ,True,False
780,,152129.0,市区町村,新潟県,,,ニイガタケン,村上市,ムラカミシ,True,False
781,,152137.0,市区町村,新潟県,,,ニイガタケン,燕市,ツバメシ,True,False
782,,152161.0,市区町村,新潟県,,,ニイガタケン,糸魚川市,イトイガワシ,True,False
783,,152170.0,市区町村,新潟県,,,ニイガタケン,妙高市,ミョウコウシ,True,False
784,,152188.0,市区町村,新潟県,,,ニイガタケン,五泉市,ゴセンシ,True,False
785,,152226.0,市区町村,新潟県,,,ニイガタケン,上越市,ジョウエツシ,True,False
786,,152234.0,市区町村,新潟県,,,ニイガタケン,阿賀野市,アガノシ,True,False
787,,152242.0,市区町村,新潟県,,,ニイガタケン,佐渡市,サドシ,True,False
788,,152251.0,市区町村,新潟県,,,ニイガタケン,魚沼市,ウオヌマシ,True,False
789,,152269.0,市区町村,新潟県,,,ニイガタケン,南魚沼市,ミナミウオヌマシ,True,False
790,,152277.0,市区町村,新潟県,,,ニイガタケン,胎内市,タイナイシ,True,False
791,,153079.0,市区町村,新潟県,,,ニイガタケン,聖籠町,セイロウマチ,True,False
792,,153427.0,市区町村,新潟県,,,ニイガタケン,弥彦村,ヤヒコムラ,True,False
793,,153613.0,市区町村,新潟県,,,ニイガタケン,田上町,タガミマチ,True,False
794,,153851.0,市区町村,新潟県,,,ニイガタケン,阿賀町,アガマチ,True,False
795,,154059.0,市区町村,新潟県,,,ニイガタケン,出雲崎町,イズモザキマチ,True,False
796,,154610.0,市区町村,新潟県,,,ニイガタケン,湯沢町,ユザワマチ,True,False
797,,154822.0,市区町村,新潟県,,,ニイガタケン,津南町,ツナンマチ,True,False
798,,155047.0,市区町村,新潟県,,,ニイガタケン,刈羽村,カリワムラ,True,False
799,,155811.0,市区町村,新潟県,,,ニイガタケン,関川村,セキカワムラ,True,False
800,,155861.0,市区町村,新潟県,,,ニイガタケン,粟島浦村,アワシマウラムラ,True,False
801,,162019.0,市区町村,富山県,,,トヤマケン,富山市,トヤマシ,True,False
802,,162027.0,市区町村,富山県,,,トヤマケン,高岡市,タカオカシ,True,False
803,,162043.0,市区町村,富山県,,,トヤマケン,魚津市,ウオヅシ,True,False
804,,162051.0,市区町村,富山県,,,トヤマケン,氷見市,ヒミシ,True,False
805,,162060.0,市区町村,富山県,,,トヤマケン,滑川市,ナメリカワシ,True,False
806,,162078.0,市区町村,富山県,,,トヤマケン,黒部市,クロベシ,True,False
807,,162086.0,市区町村,富山県,,,トヤマケン,砺波市,トナミシ,True,False
808,,162094.0,市区町村,富山県,,,トヤマケン,小矢部市,オヤベシ,True,False
809,,162108.0,市区町村,富山県,,,トヤマケン,南砺市,ナントシ,True,False
810,,162116.0,市区町村,富山県,,,トヤマケン,射水市,イミズシ,True,False
811,,163210.0,市区町村,富山県,,,トヤマケン,舟橋村,フナハシムラ,True,False
812,,163228.0,市区町村,富山県,,,トヤマケン,上市町,カミイチマチ,True,False
813,,163236.0,市区町村,富山県,,,トヤマケン,立山町,タテヤママチ,True,False
814,,163422.0,市区町村,富山県,,,トヤマケン,入善町,ニュウゼンマチ,True,False
815,,163431.0,市区町村,富山県,,,トヤマケン,朝日町,アサヒマチ,True,False
816,,172014.0,市区町村,石川県,,,イシカワケン,金沢市,カナザワシ,True,False
817,,172022.0,市区町村,石川県,,,イシカワケン,七尾市,ナナオシ,True,False
818,,172031.0,市区町村,石川県,,,イシカワケン,小松市,コマツシ,True,False
819,,172049.0,市区町村,石川県,,,イシカワケン,輪島市,ワジマシ,True,False
820,,172057.0,市区町村,石川県,,,イシカワケン,珠洲市,スズシ,True,False
821,,172065.0,市区町村,石川県,,,イシカワケン,加賀市,カガシ,True,False
822,,172073.0,市区町村,石川県,,,イシカワケン,羽咋市,ハクイシ,True,False
823,,172090.0,市区町村,石川県,,,イシカワケン,かほく市,カホクシ,True,False
824,,172103.0,市区町村,石川県,,,イシカワケン,白山市,ハクサンシ,True,False
825,,172111.0,市区町村,石川県,,,イシカワケン,能美市,ノミシ,True,False
826,,172120.0,市区町村,石川県,,,イシカワケン,野々市市,ノノイチシ,True,False
827,,173240.0,市区町村,石川県,,,イシカワケン,川北町,カワキタマチ,True,False
828,,173614.0,市区町村,石川県,,,イシカワケン,津幡町,ツバタマチ,True,False
829,,173657.0,市区町村,石川県,,,イシカワケン,内灘町,ウチナダマチ,True,False
830,,173843.0,市区町村,石川県,,,イシカワケン,志賀町,シカマチ,True,False
831,,173860.0,市区町村,石川県,,,イシカワケン,宝達志水町,ホウダツシミズチョウ,True,False
832,,174076.0,市区町村,石川県,,,イシカワケン,中能登町,ナカノトマチ,True,False
833,,174611.0,市区町村,石川県,,,イシカワケン,穴水町,アナミズマチ,True,False
834,,174637.0,市区町村,石川県,,,イシカワケン,能登町,ノトチョウ,True,False
835,,182010.0,市区町村,福井県,,,フクイケン,福井市,フクイシ,True,False
836,,182028.0,市区町村,福井県,,,フクイケン,敦賀市,ツルガシ,True,False
837,,182044.0,市区町村,福井県,,,フクイケン,小浜市,オバマシ,True,False
838,,182052.0,市区町村,福井県,,,フクイケン,大野市,オオノシ,True,False
839,,182061.0,市区町村,福井県,,,フクイケン,勝山市,カツヤマシ,True,False
840,,182079.0,市区町村,福井県,,,フクイケン,鯖江市,サバエシ,True,False
841,,182087.0,市区町村,福井県,,,フクイケン,あわら市,アワラシ,True,False
842,,182095.0,市区町村,福井県,,,フクイケン,越前市,エチゼンシ,True,False
843,,182109.0,市区町村,福井県,,,フクイケン,坂井市,サカイシ,True,False
844,,183229.0,市区町村,福井県,,,フクイケン,永平寺町,エイヘイジチョウ,True,False
845,,183822.0,市区町村,福井県,,,フクイケン,池田町,イケダチョウ,True,False
846,,184047.0,市区町村,福井県,,,フクイケン,南越前町,ミナミエチゼンチョウ,True,False
847,,184233.0,市区町村,福井県,,,フクイケン,越前町,エチゼンチョウ,True,False
848,,184420.0,市区町村,福井県,,,フクイケン,美浜町,ミハマチョウ,True,False
849,,184811.0,市区町村,福井県,,,フクイケン,高浜町,タカハマチョウ,True,False
850,,184837.0,市区町村,福井県,,,フクイケン,おおい町,オオイチョウ,True,False
851,,185019.0,市区町村,福井県,,,フクイケン,若狭町,ワカサチョウ,True,False
852,,192015.0,市区町村,山梨県,,,ヤマナシケン,甲府市,コウフシ,True,False
853,,192023.0,市区町村,山梨県,,,ヤマナシケン,富士吉田市,フジヨシダシ,True,False
854,,192040.0,市区町村,山梨県,,,ヤマナシケン,都留市,ツルシ,True,False
855,,192058.0,市区町村,山梨県,,,ヤマナシケン,山梨市,ヤマナシシ,True,False
856,,192066.0,市区町村,山梨県,,,ヤマナシケン,大月市,オオツキシ,True,False
857,,192074.0,市区町村,山梨県,,,ヤマナシケン,韮崎市,ニラサキシ,True,False
858,,192082.0,市区町村,山梨県,,,ヤマナシケン,南アルプス市,ミナミアルプスシ,True,False
859,,192091.0,市区町村,山梨県,,,ヤマナシケン,北杜市,ホクトシ,True,False
860,,192104.0,市区町村,山梨県,,,ヤマナシケン,甲斐市,カイシ,True,False
861,,192112.0,市区町村,山梨県,,,ヤマナシケン,笛吹市,フエフキシ,True,False
862,,192121.0,市区町村,山梨県,,,ヤマナシケン,上野原市,ウエノハラシ,True,False
863,,192139.0,市区町村,山梨県,,,ヤマナシケン,甲州市,コウシュウシ,True,False
864,,192147.0,市区町村,山梨県,,,ヤマナシケン,中央市,チュウオウシ,True,False
865,,193461.0,市区町村,山梨県,,,ヤマナシケン,市川三郷町,イチカワミサトチョウ,True,False
866,,193640.0,市区町村,山梨県,,,ヤマナシケン,早川町,ハヤカワチョウ,True,False
867,,193658.0,市区町村,山梨県,,,ヤマナシケン,身延町,ミノブチョウ,True,False
868,,193666.0,市区町村,山梨県,,,ヤマナシケン,南部町,ナンブチョウ,True,False
869,,193682.0,市区町村,山梨県,,,ヤマナシケン,富士川町,フジカワチョウ,True,False
870,,193844.0,市区町村,山梨県,,,ヤマナシケン,昭和町,ショウワチョウ,True,False
871,,194221.0,市区町村,山梨県,,,ヤマナシケン,道志村,ドウシムラ,True,False
872,,194239.0,市区町村,山梨県,,,ヤマナシケン,西桂町,ニシカツラチョウ,True,False
873,,194247.0,市区町村,山梨県,,,ヤマナシケン,忍野村,オシノムラ,True,False
874,,194255.0,市区町村,山梨県,,,ヤマナシケン,山中湖村,ヤマナカコムラ,True,False
875,,194298.0,市区町村,山梨県,,,ヤマナシケン,鳴沢村,ナルサワムラ,True,False
876,,194301.0,市区町村,山梨県,,,ヤマナシケン,富士河口湖町,フジカワグチコマチ,True,False
877,,194425.0,市区町村,山梨県,,,ヤマナシケン,小菅村,コスゲムラ,True,False
878,,194433.0,市区町村,山梨県,,,ヤマナシケン,丹波山村,タバヤマムラ,True,False
879,,202011.0,市区町村,長野県,,,ナガノケン,長野市,ナガノシ,True,False
