,code_pref,code_MIC,type,prefecture_j,prefecture_s,prefecture_en,prefecture_kana,cities,cities_kana,vaccine_pop,政令指定都市
1093,,242080.0,市区町村,三重県,,,ミエケン,名張市,ナバリシ,True,False
1094,,242098.0,市区町村,三重県,,,ミエケン,尾鷲市,オワセシ,True,False
1095,,242101.0,市区町村,三重県,,,ミエケン,亀山市,カメヤマシ,True,False
1096,,242110.0,市区町村,三重県,,,ミエケン,鳥羽市,トバシ,True,False
1097,,242128.0,市区町村,三重県,,,ミエケン,熊野市,クマノシ,True,False
1098,,242144.0,市区町村,三重県,,,ミエケン,いなべ市,イナベシ,True,False
1099,,242152.0,市区町村,三重県,,,ミエケン,志摩市,シマシ,True,False
1100,,242161.0,市区町村,三重県,,,ミエケン,伊賀市,イガシ,True,False
1101,,243035.0,市区町村,三重県,,,ミエケン,木曽岬町,キソサキチョウ,True,False
1102,,243248.0,市区町村,三重県,,,ミエケン,東員町,トウインチョウ,True,False
1103,,243418.0,市区町村,三重県,,,ミエケン,菰野町,コモノチョウ,True,False
1104,,243434.0,市区町村,三重県,,,ミエケン,朝日町,アサヒチョウ,True,False
1105,,243442.0,市区町村,三重県,,,ミエケン,川越町,カワゴエチョウ,True,False
1106,,244414.0,市区町村,三重県,,,ミエケン,多気町,タキチョウ,True,False
1107,,244422.0,市区町村,三重県,,,ミエケン,明和町,メイワチョウ,True,False
1108,,244431.0,市区町村,三重県,,,ミエケン,大台町,オオダイチョウ,True,False
1109,,244619.0,市区町村,三重県,,,ミエケン,玉城町,タマキチョウ,True,False
1110,,244708.0,市区町村,三重県,,,ミエケン,度会町,ワタライチョウ,True,False
1111,,244716.0,市区町村,三重県,,,ミエケン,大紀町,タイキチョウ,True,False
1112,,244724.0,市区町村,三重県,,,ミエケン,南伊勢町,ミナミイセチョウ,True,False
1113,,245437.0,市区町村,三重県,,,ミエケン,紀北町,キホクチョウ,True,False
1114,,245615.0,市区町村,三重県,,,ミエケン,御浜町,ミハマチョウ,True,False
1115,,245623.0,市区町村,三重県,,,ミエケン,紀宝町,キホウチョウ,True,False
1116,,252018.0,市区町村,滋賀県,,,シガケン,大津市,オオツシ,True,False
1117,,252026.0,市区町村,滋賀県,,,シガケン,彦根市,ヒコネシ,True,False
1118,,252034.0,市区町村,滋賀県,,,シガケン,長浜市,ナガハマシ,True,False
1119,,252042.0,市区町村,滋賀県,,,シガケン,近江八幡市,オウミハチマンシ,True,False
1120,,252069.0,市区町村,滋賀県,,,シガケン,草津市,クサツシ,True,False
1121,,252077.0,市区町村,滋賀県,,,シガケン,守山市,モリヤマシ,True,False
1122,,252085.0,市区町村,滋賀県,,,シガケン,栗東市,リットウシ,True,False
1123,,252093.0,市区町村,滋賀県,,,シガケン,甲賀市,コウカシ,True,False
1124,,252107.0,市区町村,滋賀県,,,シガケン,野洲市,ヤスシ,True,False
1125,,252115.0,市区町村,滋賀県,,,シガケン,湖南市,コナンシ,True,False
1126,,252123.0,市区町村,滋賀県,,,シガケン,高島市,タカシマシ,True,False
1127,,252131.0,市区町村,滋賀県,,,シガケン,東近江市,ヒガシオウミシ,True,False
1128,,252140.0,市区町村,滋賀県,,,シガケン,米原市,マイバラシ,True,False
1129,,253839.0,市区町村,滋賀県,,,シガケン,日野町,ヒノチョウ,True,False
1130,,253847.0,市区町村,滋賀県,,,シガケン,竜王町,リユウオウチョウ,True,False
1131,,254258.0,市区町村,滋賀県,,,シガケン,愛荘町,アイショウチョウ,True,False
1132,,254410.0,市区町村,滋賀県,,,シガケン,豊郷町,トヨサトチョウ,True,False
1133,,254428.0,市区町村,滋賀県,,,シガケン,甲良町,コウラチョウ,True,False
1134,,254436.0,市区町村,滋賀県,,,シガケン,多賀町,タガチョウ,True,False
1135,,261009.0,市区町村,京都府,,,キョウトフ,京都市,キョウトシ,True,True
1136,,262013.0,市区町村,京都府,,,キョウトフ,福知山市,フクチヤマシ,True,False
1137,,262021.0,市区町村,京都府,,,キョウトフ,舞鶴市,マイヅルシ,True,False
1138,,262030.0,市区町村,京都府,,,キョウトフ,綾部市,アヤベシ,True,False
1139,,262048.0,市区町村,京都府,,,キョウトフ,宇治市,ウジシ,True,False
1140,,262056.0,市区町村,京都府,,,キョウトフ,宮津市,ミヤヅシ,True,False
1141,,262064.0,市区町村,京都府,,,キョウトフ,亀岡市,カメオカシ,True,False
1142,,262072.0,市区町村,京都府,,,キョウトフ,城陽市,ジョウヨウシ,True,False
1143,,262081.0,市区町村,京都府,,,キョウトフ,向日市,ムコウシ,True,False
1144,,262099.0,市区町村,京都府,,,キョウトフ,長岡京市,ナガオカキョウシ,True,False
1145,,262102.0,市区町村,京都府,,,キョウトフ,八幡市,ヤワタシ,True,False
1146,,262111.0,市区町村,京都府,,,キョウトフ,京田辺市,キョウタナベシ,True,False
1147,,262129.0,市区町村,京都府,,,キョウトフ,京丹後市,キョウタンゴシ,True,False
1148,,262137.0,市区町村,京都府,,,キョウトフ,南丹市,ナンタンシ,True,False
1149,,262145.0,市区町村,京都府,,,キョウトフ,木津川市,キヅガワシ,True,False
1150,,263036.0,市区町村,京都府,,,キョウトフ,大山崎町,オオヤマザキチョウ,True,False
1151,,263222.0,市区町村,京都府,,,キョウトフ,久御山町,クミヤマチョウ,True,False
1152,,263435.0,市区町村,京都府,,,キョウトフ,井手町,イデチョウ,True,False
1153,,263443.0,市区町村,京都府,,,キョウトフ,宇治田原町,ウジタワラチョウ,True,False
1154,,263648.0,市区町村,京都府,,,キョウトフ,笠置町,カサギチョウ,True,False
1155,,263656.0,市区町村,京都府,,,キョウトフ,和束町,ワヅカチョウ,True,False
1156,,263664.0,市区町村,京都府,,,キョウトフ,精華町,セイカチョウ,True,False
1157,,263672.0,市区町村,京都府,,,キョウトフ,南山城村,ミナミヤマシロムラ,True,False
1158,,264075.0,市区町村,京都府,,,キョウトフ,京丹波町,キョウタンバチョウ,True,False
1159,,264636.0,市区町村,京都府,,,キョウトフ,伊根町,イネチョウ,True,False
1160,,264652.0,市区町村,京都府,,,キョウトフ,与謝野町,ヨサノチョウ,True,False
1161,,271004.0,市区町村,大阪府,,,オオサカフ,大阪市,オオサカシ,True,True
1162,,271403.0,市区町村,大阪府,,,オオサカフ,堺市,サカイシ,True,True
1163,,272027.0,市区町村,大阪府,,,オオサカフ,岸和田市,キシワダシ,True,False
1164,,272035.0,市区町村,大阪府,,,オオサカフ,豊中市,トヨナカシ,True,False
1165,,272043.0,市区町村,大阪府,,,オオサカフ,池田市,イケダシ,True,False
1166,,272051.0,市区町村,大阪府,,,オオサカフ,吹田市,スイタシ,True,False
1167,,272060.0,市区町村,大阪府,,,オオサカフ,泉大津市,イズミオオツシ,True,False
1168,,272078.0,市区町村,大阪府,,,オオサカフ,高槻市,タカツキシ,True,False
1169,,272086.0,市区町村,大阪府,,,オオサカフ,貝塚市,カイヅカシ,True,False
1170,,272094.0,市区町村,大阪府,,,オオサカフ,守口市,モリグチシ,True,False
1171,,272108.0,市区町村,大阪府,,,オオサカフ,枚方市,ヒラカタシ,True,False
1172,,272116.0,市区町村,大阪府,,,オオサカフ,茨木市,イバラキシ,True,False
1173,,272124.0,市区町村,大阪府,,,オオサカフ,八尾市,ヤオシ,True,False
1174,,272132.0,市区町村,大阪府,,,オオサカフ,泉佐野市,イズミサノシ,True,False
1175,,272141.0,市区町村,大阪府,,,オオサカフ,富田林市,トンダバヤシシ,True,False
1176,,272159.0,市区町村,大阪府,,,オオサカフ,寝屋川市,ネヤガワシ,True,False
1177,,272167.0,市区町村,大阪府,,,オオサカフ,河内長野市,カワチナガノシ,True,False
1178,,272175.0,市区町村,大阪府,,,オオサカフ,松原市,マツバラシ,True,False
1179,,272183.0,市区町村,大阪府,,,オオサカフ,大東市,ダイトウシ,True,False
1180,,272191.0,市区町村,大阪府,,,オオサカフ,和泉市,イズミシ,True,False
1181,,272205.0,市区町村,大阪府,,,オオサカフ,箕面市,ミノオシ,True,False
1182,,272213.0,市区町村,大阪府,,,オオサカフ,柏原市,カシワラシ,True,False
1183,,272221.0,市区町村,大阪府,,,オオサカフ,羽曳野市,ハビキノシ,True,False
1184,,272230.0,市区町村,大阪府,,,オオサカフ,門真市,カドマシ,True,False
1185,,272248.0,市区町村,大阪府,,,オオサカフ,摂津市,セッツシ,True,False
1186,,272256.0,市区町村,大阪府,,,オオサカフ,高石市,タカイシシ,True,False
1187,,272264.0,市区町村,大阪府,,,オオサカフ,藤井寺市,フジイデラシ,True,False
1188,,272272.0,市区町村,大阪府,,,オオサカフ,東大阪市,ヒガシオオサカシ,True,False
1189,,272281.0,市区町村,大阪府,,,オオサカフ,泉南市,センナンシ,True,False
1190,,272299.0,市区町村,大阪府,,,オオサカフ,四條畷市,シジヨウナワテシ,True,False
1191,,272302.0,市区町村,大阪府,,,オオサカフ,交野市,カタノシ,True,False
1192,,272311.0,市区町村,大阪府,,,オオサカフ,大阪狭山市,オオサカサヤマシ,True,False
1193,,272329.0,市区町村,大阪府,,,オオサカフ,阪南市,ハンナンシ,True,False
1194,,273015.0,市区町村,大阪府,,,オオサカフ,島本町,シマモトチョウ,True,False
1195,,273210.0,市区町村,大阪府,,,オオサカフ,豊能町,トヨノチョウ,True,False
1196,,273228.0,市区町村,大阪府,,,オオサカフ,能勢町,ノセチョウ,True,False
1197,,273414.0,市区町村,大阪府,,,オオサカフ,忠岡町,タダオカチョウ,True,False
1198,,273619.0,市区町村,大阪府,,,オオサカフ,熊取町,クマトリチョウ,True,False
1199,,273627.0,市区町村,大阪府,,,オオサカフ,田尻町,タジリチョウ,True,False
1200,,273660.0,市区町村,大阪府,,,オオサカフ,岬町,ミサキチョウ,True,False
1201,,273813.0,市区町村,大阪府,,,オオサカフ,太子町,タイシチョウ,True,False
1202,,273821.0,市区町村,大阪府,,,オオサカフ,河南町,カナンチョウ,True,False
1203,,273830.0,市区町村,大阪府,,,オオサカフ,千早赤阪村,チハヤアカサカムラ,True,False
1204,,281000.0,市区町村,兵庫県,,,ヒョウゴケン,神戸市,コウベシ,True,True
1205,,282014.0,市区町村,兵庫県,,,ヒョウゴケン,姫路市,ヒメジシ,True,False
1206,,282022.0,市区町村,兵庫県,,,ヒョウゴケン,尼崎市,アマガサキシ,True,False
1207,,282031.0,市区町村,兵庫県,,,ヒョウゴケン,明石市,アカシシ,True,False
1208,,282049.0,市区町村,兵庫県,,,ヒョウゴケン,西宮市,ニシノミヤシ,True,False
1209,,282057.0,市区町村,兵庫県,,,ヒョウゴケン,洲本市,スモトシ,True,False
1210,,282065.0,市区町村,兵庫県,,,ヒョウゴケン,芦屋市,アシヤシ,True,False
1211,,282073.0,市区町村,兵庫県,,,ヒョウゴケン,伊丹市,イタミシ,True,False
1212,,282081.0,市区町村,兵庫県,,,ヒョウゴケン,相生市,アイオイシ,True,False
1213,,282090.0,市区町村,兵庫県,,,ヒョウゴケン,豊岡市,トヨオカシ,True,False
1214,,282103.0,市区町村,兵庫県,,,ヒョウゴケン,加古川市,カコガワシ,True,False
1215,,282120.0,市区町村,兵庫県,,,ヒョウゴケン,赤穂市,アコウシ,True,False
1216,,282138.0,市区町村,兵庫県,,,ヒョウゴケン,西脇市,ニシワキシ,True,False
1217,,282146.0,市区町村,兵庫県,,,ヒョウゴケン,宝塚市,タカラヅカシ,True,False
1218,,282154.0,市区町村,兵庫県,,,ヒョウゴケン,三木市,ミキシ,True,False
1219,,282162.0,市区町村,兵庫県,,,ヒョウゴケン,高砂市,タカサゴシ,True,False
1220,,282171.0,市区町村,兵庫県,,,ヒョウゴケン,川西市,カワニシシ,True,False
1221,,282189.0,市区町村,兵庫県,,,ヒョウゴケン,小野市,オノシ,True,False
1222,,282197.0,市区町村,兵庫県,,,ヒョウゴケン,三田市,サンダシ,True,False
1223,,282201.0,市区町村,兵庫県,,,ヒョウゴケン,加西市,カサイシ,True,False
1224,,282219.0,市区町村,兵庫県,,,ヒョウゴケン,丹波篠山市,タンバササヤマシ,True,False
1225,,282227.0,市区町村,兵庫県,,,ヒョウゴケン,養父市,ヤブシ,True,False
1226,,282235.0,市区町村,兵庫県,,,ヒョウゴケン,丹波市,タンバシ,True,False
1227,,282243.0,市区町村,兵庫県,,,ヒョウゴケン,南あわじ市,ミナミアワジシ,True,False
1228,,282251.0,市区町村,兵庫県,,,ヒョウゴケン,朝来市,アサゴシ,True,False
1229,,282260.0,市区町村,兵庫県,,,ヒョウゴケン,淡路市,アワジシ,True,False
1230,,282278.0,市区町村,兵庫県,,,ヒョウゴケン,宍粟市,シソウシ,True,False
1231,,282286.0,市区町村,兵庫県,,,ヒョウゴケン,加東市,カトウシ,True,False
1232,,282294.0,市区町村,兵庫県,,,ヒョウゴケン,たつの市,タツノシ,True,False
1233,,283011.0,市区町村,兵庫県,,,ヒョウゴケン,猪名川町,イナガワチョウ,True,False
1234,,283657.0,市区町村,兵庫県,,,ヒョウゴケン,多可町,タカチョウ,True,False
1235,,283819.0,市区町村,兵庫県,,,ヒョウゴケン,稲美町,イナミチョウ,True,False
1236,,283827.0,市区町村,兵庫県,,,ヒョウゴケン,播磨町,ハリマチョウ,True,False
1237,,284424.0,市区町村,兵庫県,,,ヒョウゴケン,市川町,イチカワチョウ,True,False
1238,,284432.0,市区町村,兵庫県,,,ヒョウゴケン,福崎町,フクサキチョウ,True,False
1239,,284467.0,市区町村,兵庫県,,,ヒョウゴケン,神河町,カミカワチョウ,True,False
1240,,284645.0,市区町村,兵庫県,,,ヒョウゴケン,太子町,タイシチョウ,True,False
1241,,284815.0,市区町村,兵庫県,,,ヒョウゴケン,上郡町,カミゴオリチョウ,True,False
1242,,285013.0,市区町村,兵庫県,,,ヒョウゴケン,佐用町,サヨウチョウ,True,False
1243,,285854.0,市区町村,兵庫県,,,ヒョウゴケン,香美町,カミチョウ,True,False
1244,,285862.0,市区町村,兵庫県,,,ヒョウゴケン,新温泉町,シンオンセンチョウ,True,False
1245,,292010.0,市区町村,奈良県,,,ナラケン,奈良市,ナラシ,True,False
1246,,292028.0,市区町村,奈良県,,,ナラケン,大和高田市,ヤマトタカダシ,True,False
1247,,292036.0,市区町村,奈良県,,,ナラケン,大和郡山市,ヤマトコオリヤマシ,True,False
1248,,292044.0,市区町村,奈良県,,,ナラケン,天理市,テンリシ,True,False
1249,,292052.0,市区町村,奈良県,,,ナラケン,橿原市,カシハラシ,True,False
1250,,292061.0,市区町村,奈良県,,,ナラケン,桜井市,サクライシ,True,False
1251,,292079.0,市区町村,奈良県,,,ナラケン,五條市,ゴジョウシ,True,False
1252,,292087.0,市区町村,奈良県,,,ナラケン,御所市,ゴセシ,True,False
1253,,292095.0,市区町村,奈良県,,,ナラケン,生駒市,イコマシ,True,False
1254,,292109.0,市区町村,奈良県,,,ナラケン,香芝市,カシバシ,True,False
1255,,292117.0,市区町村,奈良県,,,ナラケン,葛城市,カツラギシ,True,False
1256,,292125.0,市区町村,奈良県,,,ナラケン,宇陀市,ウダシ,True,False
1257,,293229.0,市区町村,奈良県,,,ナラケン,山添村,ヤマゾエムラ,True,False
1258,,293423.0,市区町村,奈良県,,,ナラケン,平群町,ヘグリチョウ,True,False
1259,,293431.0,市区町村,奈良県,,,ナラケン,三郷町,サンゴウチョウ,True,False
1260,,293440.0,市区町村,奈良県,,,ナラケン,斑鳩町,イカルガチョウ,True,False
1261,,293458.0,市区町村,奈良県,,,ナラケン,安堵町,アンドチョウ,True,False
1262,,293610.0,市区町村,奈良県,,,ナラケン,川西町,カワニシチョウ,True,False
1263,,293628.0,市区町村,奈良県,,,ナラケン,三宅町,ミヤケチョウ,True,False
1264,,293636.0,市区町村,奈良県,,,ナラケン,田原本町,タワラモトチョウ,True,False
1265,,293857.0,市区町村,奈良県,,,ナラケン,曽爾村,ソニムラ,True,False
1266,,293865.0,市区町村,奈良県,,,ナラケン,御杖村,ミツエムラ,True,False
1267,,294012.0,市区町村,奈良県,,,ナラケン,高取町,タカトリチョウ,True,False
1268,,294021.0,市区町村,奈良県,,,ナラケン,明日香村,アスカムラ,True,False
1269,,294241.0,市区町村,奈良県,,,ナラケン,上牧町,カンマキチョウ,True,False
1270,,294250.0,市区町村,奈良県,,,ナラケン,王寺町,オウジチョウ,True,False
1271,,294268.0,市区町村,奈良県,,,ナラケン,広陵町,コウリヨウチョウ,True,False
1272,,294276.0,市区町村,奈良県,,,ナラケン,河合町,カワイチョウ,True,False
1273,,294411.0,市区町村,奈良県,,,ナラケン,吉野町,ヨシノチョウ,True,False
1274,,294420.0,市区町村,奈良県,,,ナラケン,大淀町,オオヨドチョウ,True,False
1275,,294438.0,市区町村,奈良県,,,ナラケン,下市町,シモイチチョウ,True,False
1276,,294446.0,市区町村,奈良県,,,ナラケン,黒滝村,クロタキムラ,True,False
1277,,294462.0,市区町村,奈良県,,,ナラケン,天川村,テンカワムラ,True,False
1278,,294471.0,市区町村,奈良県,,,ナラケン,野迫川村,ノセガワムラ,True,False
1279,,294497.0,市区町村,奈良県,,,ナラケン,十津川村,トツカワムラ,True,False
1280,,294501.0,市区町村,奈良県,,,ナラケン,下北山村,シモキタヤマムラ,True,False
1281,,294519.0,市区町村,奈良県,,,ナラケン,上北山村,カミキタヤマムラ,True,False
1282,,294527.0,市区町村,奈良県,,,ナラケン,川上村,カワカミムラ,True,False
1283,,294535.0,市区町村,奈良県,,,ナラケン,東吉野村,ヒガシヨシノムラ,True,False
1284,,302015.0,市区町村,和歌山県,,,ワカヤマケン,和歌山市,ワカヤマシ,True,False
1285,,302023.0,市区町村,和歌山県,,,ワカヤマケン,海南市,カイナンシ,True,False
1286,,302031.0,市区町村,和歌山県,,,ワカヤマケン,橋本市,ハシモトシ,True,False
1287,,302040.0,市区町村,和歌山県,,,ワカヤマケン,有田市,アリダシ,True,False
1288,,302058.0,市区町村,和歌山県,,,ワカヤマケン,御坊市,ゴボウシ,True,False
1289,,302066.0,市区町村,和歌山県,,,ワカヤマケン,田辺市,タナベシ,True,False
1290,,302074.0,市区町村,和歌山県,,,ワカヤマケン,新宮市,シングウシ,True,False
1291,,302082.0,市区町村,和歌山県,,,ワカヤマケン,紀の川市,キノカワシ,True,False
1292,,302091.0,市区町村,和歌山県,,,ワカヤマケン,岩出市,イワデシ,True,False
1293,,303046.0,市区町村,和歌山県,,,ワカヤマケン,紀美野町,キミノチョウ,True,False
1294,,303411.0,市区町村,和歌山県,,,ワカヤマケン,かつらぎ町,カツラギチョウ,True,False
1295,,303437.0,市区町村,和歌山県,,,ワカヤマケン,九度山町,クドヤマチョウ,True,False
1296,,303445.0,市区町村,和歌山県,,,ワカヤマケン,高野町,コウヤチョウ,True,False
1297,,303615.0,市区町村,和歌山県,,,ワカヤマケン,湯浅町,ユアサチョウ,True,False
1298,,303623.0,市区町村,和歌山県,,,ワカヤマケン,広川町,ヒロガワチョウ,True,False
1299,,303666.0,市区町村,和歌山県,,,ワカヤマケン,有田川町,アリダガワチョウ,True,False
1300,,303810.0,市区町村,和歌山県,,,ワカヤマケン,美浜町,ミハマチョウ,True,False
1301,,303828.0,市区町村,和歌山県,,,ワカヤマケン,日高町,ヒダカチョウ,True,False
1302,,303836.0,市区町村,和歌山県,,,ワカヤマケン,由良町,ユラチョウ,True,False
1303,,303909.0,市区町村,和歌山県,,,ワカヤマケン,印南町,イナミチョウ,True,False
1304,,303917.0,市区町村,和歌山県,,,ワカヤマケン,みなべ町,ミナベチョウ,True,False
1305,,303925.0,市区町村,和歌山県,,,ワカヤマケン,日高川町,ヒダカガワチョウ,True,False
1306,,304018.0,市区町村,和歌山県,,,ワカヤマケン,白浜町,シラハマチョウ,True,False
1307,,304042.0,市区町村,和歌山県,,,ワカヤマケン,上富田町,カミトンダチョウ,True,False
1308,,304069.0,市区町村,和歌山県,,,ワカヤマケン,すさみ町,スサミチョウ,True,False
1309,,304212.0,市区町村,和歌山県,,,ワカヤマケン,那智勝浦町,ナチカツウラチョウ,True,False
1310,,304221.0,市区町村,和歌山県,,,ワカヤマケン,太地町,タイジチョウ,True,False
1311,,304247.0,市区町村,和歌山県,,,ワカヤマケン,古座川町,コザガワチョウ,True,False
1312,,304271.0,市区町村,和歌山県,,,ワカヤマケン,北山村,キタヤマムラ,True,False
1313,,304280.0,市区町村,和歌山県,,,ワカヤマケン,串本町,クシモトチョウ,True,False
1314,,312011.0,市区町村,鳥取県,,,トットリケン,鳥取市,トットリシ,True,False
1315,,312029.0,市区町村,鳥取県,,,トットリケン,米子市,ヨナゴシ,True,False
1316,,312037.0,市区町村,鳥取県,,,トットリケン,倉吉市,クラヨシシ,True,False
1317,,312045.0,市区町村,鳥取県,,,トットリケン,境港市,サカイミナトシ,True,False
1318,,313025.0,市区町村,鳥取県,,,トットリケン,岩美町,イワミチョウ,True,False
1319,,313254.0,市区町村,鳥取県,,,トットリケン,若桜町,ワカサチョウ,True,False
1320,,313289.0,市区町村,鳥取県,,,トットリケン,智頭町,チヅチョウ,True,False
1321,,313297.0,市区町村,鳥取県,,,トットリケン,八頭町,ヤズチョウ,True,False
1322,,313645.0,市区町村,鳥取県,,,トットリケン,三朝町,ミササチョウ,True,False
1323,,313700.0,市区町村,鳥取県,,,トットリケン,湯梨浜町,ユリハマチョウ,True,False
1324,,313718.0,市区町村,鳥取県,,,トットリケン,琴浦町,コトウラチョウ,True,False
1325,,313726.0,市区町村,鳥取県,,,トットリケン,北栄町,ホクエイチョウ,True,False
1326,,313840.0,市区町村,鳥取県,,,トットリケン,日吉津村,ヒエヅソン,True,False
1327,,313866.0,市区町村,鳥取県,,,トットリケン,大山町,ダイセンチョウ,True,False
1328,,313891.0,市区町村,鳥取県,,,トットリケン,南部町,ナンブチョウ,True,False
1329,,313904.0,市区町村,鳥取県,,,トットリケン,伯耆町,ホウキチョウ,True,False
1330,,314013.0,市区町村,鳥取県,,,トットリケン,日南町,ニチナンチョウ,True,False
1331,,314021.0,市区町村,鳥取県,,,トットリケン,日野町,ヒノチョウ,True,False
1332,,314030.0,市区町村,鳥取県,,,トットリケン,江府町,コウフチョウ,True,False
1333,,322016.0,市区町村,島根県,,,シマネケン,松江市,マツエシ,True,False
1334,,322024.0,市区町村,島根県,,,シマネケン,浜田市,ハマダシ,True,False
1335,,322032.0,市区町村,島根県,,,シマネケン,出雲市,イズモシ,True,False
1336,,322041.0,市区町村,島根県,,,シマネケン,益田市,マスダシ,True,False
1337,,322059.0,市区町村,島根県,,,シマネケン,大田市,オオダシ,True,False
1338,,322067.0,市区町村,島根県,,,シマネケン,安来市,ヤスギシ,True,False
1339,,322075.0,市区町村,島根県,,,シマネケン,江津市,ゴウツシ,True,False
1340,,322091.0,市区町村,島根県,,,シマネケン,雲南市,ウンナンシ,True,False
1341,,323438.0,市区町村,島根県,,,シマネケン,奥出雲町,オクイズモチョウ,True,False
1342,,323861.0,市区町村,島根県,,,シマネケン,飯南町,イイナンチョウ,True,False
1343,,324418.0,市区町村,島根県,,,シマネケン,川本町,カワモトマチ,True,False
1344,,324485.0,市区町村,島根県,,,シマネケン,美郷町,ミサトチョウ,True,False
1345,,324493.0,市区町村,島根県,,,シマネケン,邑南町,オオナンチョウ,True,False
1346,,325015.0,市区町村,島根県,,,シマネケン,津和野町,ツワノチョウ,True,False
1347,,325058.0,市区町村,島根県,,,シマネケン,吉賀町,ヨシカチョウ,True,False
1348,,325252.0,市区町村,島根県,,,シマネケン,海士町,アマチョウ,True,False
1349,,325261.0,市区町村,島根県,,,シマネケン,西ノ島町,ニシノシマチョウ,True,False
1350,,325279.0,市区町村,島根県,,,シマネケン,知夫村,チブムラ,True,False
1351,,325287.0,市区町村,島根県,,,シマネケン,隠岐の島町,オキノシマチョウ,True,False
1352,,331007.0,市区町村,岡山県,,,オカヤマケン,岡山市,オカヤマシ,True,True
1353,,332020.0,市区町村,岡山県,,,オカヤマケン,倉敷市,クラシキシ,True,False
1354,,332038.0,市区町村,岡山県,,,オカヤマケン,津山市,ツヤマシ,True,False
1355,,332046.0,市区町村,岡山県,,,オカヤマケン,玉野市,タマノシ,True,False
1356,,332054.0,市区町村,岡山県,,,オカヤマケン,笠岡市,カサオカシ,True,False
1357,,332071.0,市区町村,岡山県,,,オカヤマケン,井原市,イバラシ,True,False
1358,,332089.0,市区町村,岡山県,,,オカヤマケン,総社市,ソウジヤシ,True,False
1359,,332097.0,市区町村,岡山県,,,オカヤマケン,高梁市,タカハシシ,True,False
1360,,332101.0,市区町村,岡山県,,,オカヤマケン,新見市,ニイミシ,True,False
1361,,332119.0,市区町村,岡山県,,,オカヤマケン,備前市,ビゼンシ,True,False
1362,,332127.0,市区町村,岡山県,,,オカヤマケン,瀬戸内市,セトウチシ,True,False
1363,,332135.0,市区町村,岡山県,,,オカヤマケン,赤磐市,アカイワシ,True,False
1364,,332143.0,市区町村,岡山県,,,オカヤマケン,真庭市,マニワシ,True,False
1365,,332151.0,市区町村,岡山県,,,オカヤマケン,美作市,ミマサカシ,True,False
1366,,332160.0,市区町村,岡山県,,,オカヤマケン,浅口市,アサクチシ,True,False
1367,,333468.0,市区町村,岡山県,,,オカヤマケン,和気町,ワケチョウ,True,False
1368,,334235.0,市区町村,岡山県,,,オカヤマケン,早島町,ハヤシマチョウ,True,False
1369,,334456.0,市区町村,岡山県,,,オカヤマケン,里庄町,サトショウチョウ,True,False
1370,,334618.0,市区町村,岡山県,,,オカヤマケン,矢掛町,ヤカゲチョウ,True,False
1371,,335860.0,市区町村,岡山県,,,オカヤマケン,新庄村,シンジヨウソン,True,False
1372,,336068.0,市区町村,岡山県,,,オカヤマケン,鏡野町,カガミノチョウ,True,False
1373,,336220.0,市区町村,岡山県,,,オカヤマケン,勝央町,ショウオウチョウ,True,False
1374,,336238.0,市区町村,岡山県,,,オカヤマケン,奈義町,ナギチョウ,True,False
1375,,336432.0,市区町村,岡山県,,,オカヤマケン,西粟倉村,ニシアワクラソン,True,False
1376,,336637.0,市区町村,岡山県,,,オカヤマケン,久米南町,クメナンチョウ,True,False
1377,,336661.0,市区町村,岡山県,,,オカヤマケン,美咲町,ミサキチョウ,True,False
1378,,336815.0,市区町村,岡山県,,,オカヤマケン,吉備中央町,キビチュウオウチョウ,True,False
1379,,341002.0,市区町村,広島県,,,ヒロシマケン,広島市,ヒロシマシ,True,True
1380,,342025.0,市区町村,広島県,,,ヒロシマケン,呉市,クレシ,True,False
1381,,342033.0,市区町村,広島県,,,ヒロシマケン,竹原市,タケハラシ,True,False
1382,,342041.0,市区町村,広島県,,,ヒロシマケン,三原市,ミハラシ,True,False
1383,,342050.0,市区町村,広島県,,,ヒロシマケン,尾道市,オノミチシ,True,False
1384,,342076.0,市区町村,広島県,,,ヒロシマケン,福山市,フクヤマシ,True,False
1385,,342084.0,市区町村,広島県,,,ヒロシマケン,府中市,フチュウシ,True,False
1386,,342092.0,市区町村,広島県,,,ヒロシマケン,三次市,ミヨシシ,True,False
1387,,342106.0,市区町村,広島県,,,ヒロシマケン,庄原市,ショウバラシ,True,False
1388,,342114.0,市区町村,広島県,,,ヒロシマケン,大竹市,オオタケシ,True,False
1389,,342122.0,市区町村,広島県,,,ヒロシマケン,東広島市,ヒガシヒロシマシ,True,False
1390,,342131.0,市区町村,広島県,,,ヒロシマケン,廿日市市,ハツカイチシ,True,False
1391,,342149.0,市区町村,広島県,,,ヒロシマケン,安芸高田市,アキタカタシ,True,False
1392,,342157.0,市区町村,広島県,,,ヒロシマケン,江田島市,エタジマシ,True,False
1393,,343021.0,市区町村,広島県,,,ヒロシマケン,府中町,フチュウチョウ,True,False
1394,,343048.0,市区町村,広島県,,,ヒロシマケン,海田町,カイタチョウ,True,False
1395,,343072.0,市区町村,広島県,,,ヒロシマケン,熊野町,クマノチョウ,True,False
1396,,343099.0,市区町村,広島県,,,ヒロシマケン,坂町,サカチョウ,True,False
